msr,id,tp,twsp,ws,wy,dt,wd,qm.cfs,qc.cfs,qmx.cfs,qmn.cfs,q.cv,uqm.cfsm,uqc.cfsm,ptm.mm,ptmx.mm,ptmn.mm,pt.cv,lbn.,uq.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,utn.mg_l,tdn.mg_l,utkn.mg_l,tkn.mg_l,don.mg_l,ptn.mg_l,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mag.mg_l,sul.mg_l,chl.mg_l,doc.mg_l,tn.s.mg_mg,tc.s.mg_mg,tcn.,tn.mg_mgsed,tc.mg_mgsed,tn.mg_100mgsed,tc.mg_100mgsed,d13c.permil,d15n.permil,fch,ssn,log.uq,log.qmx,log.ptm,log.ptmx,log.sed.mg_l,log.slc.mg_l,log.alk.mg_l,log.don.mg_l,log.ptn.mg_l,log.nhn.mg_l,log.utn.mg_l,log.tdn.mg_l,log.doc.mg_l,oc.mg_l,n.mg_l,ws.f,logt,cdt,sdt
ms,10_2003_3160,F,652,10,2003,37894,365,0.002238095,0.047,0.004,0.001,59.05903,0.06790476,0.055,0.3285714,5.8,0,410.5135,3160,0.24,7.7,82.2,31.83,0.26,9.51,0.08,0.07,0.07,0.06,0.06,0.01,0.003,0.013,4.71,0.33,8.59,2.31,0.27,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/2003,Fall,-1.427116,-5.521461,0.2841043,1.916923,-1.347074,2.252343877,3.460409,-2.813411,-4.60517,-5.809143,0.07696104,0.06765865,NA,NA,NA,Logged,post-log,1,6.43E-16
ms,10_2004_3174,F,653,10,2004,37915,21,0.003238095,0.068,0.121,NA,124.718,0.09961905,0.075,3.133333,32.3,0,167.0555,3174,0.36,7.6,77.6,29.29,2.07,9.21,0.08333333,NA,NA,NA,0.07,0.03,0.005,0.008,4.56,0.34,7.75,2.11,0.29,5.93,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/2003,Fall,-1.021651,-2.111965,1.419084,3.505557,0.7275486,2.22028985,3.377246,-2.65926,-3.506558,-5.298317,0.08004271,NA,1.026042,NA,NA,Logged,post-log,0.9353679,0.3536761
ms,10_2004_3189,F,654,10,2004,37937,43,0.003571429,0.075,0.025,0.002,130.4783,0.111381,0.088,1.07619,20.3,0,168.0105,3189,0.33,7.7,74.3,28.41,0.61,8.97,0.08666667,NA,NA,NA,0.05,0.02,0.008,NA,4.22,0.34,8.2,2.16,0.32,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2003,Fall,-1.108663,-3.688879,0.7305347,3.058707,-0.4942963,2.193885676,3.346741,-2.995732,-3.912023,-4.828314,0.08311491,NA,NA,NA,NA,Logged,post-log,0.7383264,0.6744436
ms,10_2004_3203,F,655,10,2004,37958,64,0.008,0.168,0.128,0.002,149.0179,0.2425714,0.186,4.661905,30,0,108.0288,3203,6.17,7.4,41.6,17.58,2.17,7.34,0.09,0.08,0.09,0.08,0.06,0.01,0.022,0.001,2.55,0.24,4.15,1.04,0.17,2.2,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/2003,Fall,1.819699,-2.055725,1.73376,3.433987,0.7747272,1.993338843,2.866762,-2.813411,-4.60517,-3.816713,0.0861777,0.07696104,1.300192,NA,NA,Logged,post-log,0.4520722,0.8919813
md,10_2004_3217,F,656,10,2004,37979,85,0.02704545,0.595,0.177,0.003,135.6551,0.8188182,0.671,2.45,15.7,0,155.5458,3217,20.26,7.4,30.4,14.42,4.07,7.71,0.07,0.05,0.07,0.05,0.04,0.02,0.008,0.002,1.96,0.2,3.06,0.66,0.13,0.94,1.38,0.000585682,0.004950368,9.861036,0.01325307,0.1120191,1.325307,11.20191,NA,NA,12/24/2003,Winter,3.008648,-1.731606,1.238374,2.815409,1.403643,2.042518188,2.668616,-3.218876,-3.912023,-4.828314,0.06765865,0.04879016,0.8671005,0.4559178,0.05393998,Logged,post-log,0.1073813,0.9942179
ms,10_2004_3231,F,657,10,2004,37999,105,0.126,2.646,1.732,0.005,61.49046,3.828905,2.993,12.88571,43.9,0,121.5895,3231,17.39,7.4,31,15.37,0.1,8.49,0.03,0.03,0.03,0.03,0.01,NA,0.023,0.001,2.02,0.2,3.04,0.67,0.12,0.75,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/13/2004,Winter,2.855895,0.5492768,2.630861,3.804438,-2.302585,2.138889,2.732418,-4.60517,NA,-3.772261,0.0295588,0.0295588,0.7371641,NA,NA,Logged,post-log,-0.2344914,0.9721182
ms,10_2004_3245,P,658,10,2004,38020,126,0.2922857,6.138,2.229,0.04,57.54448,8.865857,6.924,16.01905,108,0,111.917,3245,37.43,7.4,31.7,15.79,0.99,8.46,0.04,0.04,0.04,0.04,0.04,NA,0.004,NA,1.98,0.2,3.34,0.76,0.15,0.69,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/3/2004,Winter,3.622473,0.8015531,2.834333,4.691348,-0.01005034,2.135349174,2.759377,-3.218876,NA,-5.521461,0.03922071,0.03922071,0.604316,NA,NA,Logged,post-log,-0.5631507,0.8263542
ms,10_2004_3260,F,659,10,2004,38041,147,0.3826,7.652,1.313,0.099,63.11363,11.6044,8.631,13.08,58.2,0,156.9354,3260,14.39,7.4,34.9,17.25,0.66,8.89,0.04,0.05,0.04,0.05,0.04,NA,0.007,NA,2.19,0.19,3.69,1.28,0.12,0.83,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/2004,Winter,2.666534,0.2723146,2.644755,4.080922,-0.4155154,2.18492705,2.847812,-3.218876,NA,-4.961845,0.03922071,0.04879016,0.5481214,NA,NA,Logged,post-log,-0.8190149,0.5737723
ms,10_2004_3279,F,660,10,2004,38062,168,0.4901429,10.293,1.579,0.135,74.95351,14.87057,11.612,16.06667,61,0,147.8886,3279,9.68,7.4,38.1,17.54,0.28,9.16,0.04,0.04,0.04,0.04,0.03,NA,0.007,0.002,2.27,0.2,3.85,1.02,0.12,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/16/2004,Spring,2.270062,0.4567917,2.837127,4.127134,-1.272966,2.214846179,2.864484,-3.506558,NA,-4.961845,0.03922071,0.03922071,NA,NA,NA,Logged,post-log,-0.9690098,0.2470222
ms,10_2004_3294,F,661,10,2004,38083,189,0.2351429,4.938,0.619,0.092,48.24272,7.131476,5.571,6.642857,30.5,0,200.7306,3294,2.75,7.5,45.8,21.67,0.91,9.51,0.05,0.05,0.05,0.05,0.04,NA,0.013,0.001,2.62,0.2,4.57,1.36,0.14,1.14,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/6/2004,Spring,1.011601,-0.47965,2.033772,3.449988,-0.09431068,2.252343877,3.075929,-3.218876,NA,-4.342806,0.04879016,0.04879016,0.5766134,NA,NA,Logged,post-log,-0.9937466,-0.111659
ms,10_2004_3309,F,662,10,2004,38104,210,0.1408095,2.957,0.626,0.047,130.6159,4.273286,3.338,5.271429,23.6,0,156.0103,3309,7.11,7.5,43.4,20.92,1.26,8.88,0.1,0.07,0.1,0.07,0.02,0.03,0.048,NA,2.56,0.22,4.78,1.36,0.15,1.09,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/27/2004,Spring,1.961502,-0.4684049,1.836004,3.202746,0.2311117,2.183801557,3.040706,-3.912023,-3.506558,-3.036554,0.09531018,0.06765865,0.7975072,NA,NA,Logged,post-log,-0.8900276,-0.4559067
ms,10_2004_3324,F,663,10,2004,38125,231,0.03752381,0.788,0.121,0.02,23.31956,1.137857,0.89,3.085714,19.6,0,144.5525,3324,1.78,7.5,50.3,23.71,0.86,9.87,0.05,0.06,0.05,0.06,0.06,NA,0.005,NA,2.84,0.22,5.39,1.36,0.18,1.34,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/2004,Spring,0.5766134,-2.111965,1.407497,3.025291,-0.1508229,2.289499853,3.165897,-2.813411,NA,-5.298317,0.04879016,0.05826891,0.7371641,NA,NA,Logged,post-log,-0.67126,-0.741222
ms,10_2004_3339,F,664,10,2004,38146,252,0.07,1.47,0.643,0.021,109.1934,2.126429,1.66,6.457143,35.3,0,161.0789,3339,4.81,7.6,47.4,23.42,1.85,9.08,0.1,0.09,0.1,0.09,0.09,0.01,0.005,0.001,2.59,0.21,4.97,1.3,0.14,0.99,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/2004,Spring,1.570697,-0.4416106,2.009172,3.591818,0.6151856,2.206074193,3.15359,-2.407946,-4.60517,-5.298317,0.09531018,0.0861777,0.7793249,NA,NA,Logged,post-log,-0.3657225,-0.9307239
ms,10_2004_3354,F,665,10,2004,38168,274,0.01609524,0.338,0.024,0.012,86.80077,0.4878095,0.382,3.185714,14.2,0,349.1087,3354,3.11,7.6,51.3,25.42,1.33,9.85,0.05,0.05,0.05,0.05,0.04,NA,0.01,0.001,2.99,0.21,5.68,1.48,0.15,1.36,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/30/2004,Summer,1.134623,-3.729701,1.431677,2.721295,0.2851789,2.287471455,3.235536,-3.218876,NA,-4.60517,0.04879016,0.04879016,0.5822156,NA,NA,Logged,post-log,0.004303538,-0.9999907
ms,10_2004_3368,F,666,10,2004,38188,294,0.05119048,1.075,0.546,0.013,19.28624,1.555095,1.216,7.119048,45.2,0,376.1921,3368,0.77,7.7,62.4,29.21,1.1,10.4,0.06,0.07,0.06,0.07,0.02,NA,0.046,0.001,3.67,0.23,6.88,1.6,0.2,2.07,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/2004,Summer,-0.2613648,-0.6051363,2.094213,3.83298,0.09531018,2.341805806,3.374511,-3.912023,NA,-3.079114,0.05826891,0.06765865,0.5007753,NA,NA,Logged,post-log,0.3415708,-0.9398561
ms,10_2004_3382,F,667,10,2004,38209,315,0.02081818,0.458,0.179,0.004,21.24147,0.6292273,0.515,0.7863636,12.7,0,458.2576,3382,0.43,7.8,68.5,30.58,1.29,10.36,0.04,0.04,0.04,0.04,0.01,NA,0.034,0.001,4.11,0.27,7.5,1.77,0.2,3.16,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/10/2004,Summer,-0.8439701,-1.720369,0.5801821,2.617396,0.2546422,2.337952237,3.420346,-4.60517,NA,-3.381395,0.03922071,0.03922071,0.5653138,NA,NA,Logged,post-log,0.651899,-0.7583058
ms,10_2004_3396,F,668,10,2004,38230,336,0.0096,0.192,0.024,0.004,163.9626,0.28865,0.213,0.09,1.5,0,260.5098,3396,0.9,7.7,70.2,30.5,0.63,10.15,0.05,0.05,0.05,0.05,0.05,NA,0.004,0.002,4.15,0.31,7.35,1.87,0.2,3.53,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/31/2004,Summer,-0.1053605,-3.729701,0.0861777,0.9162907,-0.4620355,2.317473705,3.417727,-2.995732,NA,-5.521461,0.04879016,0.04879016,0.8754687,NA,NA,Logged,post-log,0.8779601,-0.4787338
ms,10_2004_3414,F,669,10,2004,38251,357,0.004571429,0.096,0.019,0.002,102.1015,0.1396667,0.109,0.1333333,2.8,0,163.6625,3414,1.04,7.7,67.2,28.91,0.7,9.4,0.07,0.07,0.07,0.07,0.06,NA,0.013,0.001,3.75,0.3,6.8,1.78,0.2,3.14,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/21/2004,Fall,0.03922071,-3.963316,0.1251631,1.335001,-0.3566749,2.240709689,3.364188,-2.813411,NA,-4.342806,0.06765865,0.06765865,0.9707789,NA,NA,Logged,post-log,0.9905325,-0.1372788
ms,10_2005_3428,P,670,10,2005,38272,12,0.008761905,0.184,0.177,0.001,60.66541,0.2691905,0.208,5.27619,47.8,0,250.0071,3428,0.45,7.8,69.4,29.37,0.6,9.3,0.07,NA,NA,NA,0.07,NA,0.001,0.002,3.79,0.29,7.22,1.89,0.23,3.57,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/12/2004,Fall,-0.7985077,-1.731606,1.836763,3.88773,-0.5108256,2.2300144,3.379974,-2.65926,NA,-6.907755,0.06765865,NA,0.9082586,NA,NA,Logged,post-log,0.9787401,0.2051045
ms,10_2005_3442,F,671,10,2005,38293,33,0.01257143,0.264,0.119,0.003,105.7336,0.3815238,0.3,4.914286,27.7,0,136.0469,3442,2.06,7.5,53.7,23.42,1.7,8.41,0.07,NA,NA,NA,0.05,0.07,0.01,0.001,2.98,0.24,5.76,1.62,0.18,2.23,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/2004,Fall,0.722706,-2.128632,1.777371,3.356897,0.5306283,2.129421474,3.15359,-2.995732,-2.65926,-4.60517,0.06765865,NA,1.160021,NA,NA,Logged,post-log,0.8429415,0.5380052
ms,10_2005_3456,F,672,10,2005,38313,53,0.005333333,0.112,0.038,0.003,134.8461,0.160381,0.125,1.528571,13,0,257.3172,3456,1.67,7.6,49.7,22,2.09,8.14,0.07,0.09,0.07,0.09,0.09,NA,0.001,0.002,2.76,0.21,5.18,1.49,0.2,2.07,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/2004,Fall,0.5128236,-3.270169,0.9276545,2.639057,0.7371641,2.09679018,3.091042,-2.407946,NA,-6.907755,0.06765865,0.0861777,0.9745596,NA,NA,Logged,post-log,0.6118864,0.7909457
md,10_2005_3470,F,673,10,2005,38335,75,0.03042857,0.639,0.396,0.004,160.4644,0.9199524,0.719,7.480952,35.6,0,158.5433,3470,15.61,7.3,35.5,16.79,4.2,7.73,0.11,0.07,0.11,0.07,0.06,0.04,0.011,0.001,0.02,0.21,3.76,0.5,0.14,0.97,1.84,0.001150861,0.01005775,10.19589,0.01223883,0.1069592,1.223883,10.69592,NA,NA,12/14/2004,Fall,2.747912,-0.9263411,2.137823,3.600048,1.435085,2.045108863,2.820783,-2.813411,-3.218876,-4.50986,0.10436,0.06765865,1.043804,0.4492285,0.05140308,Logged,post-log,0.276097,0.9611298
ms,10_2005_3485,F,674,10,2005,38356,96,0.0167,0.334,0.329,0.003,56.42989,0.50365,0.376,1.015,9.9,0,163.6189,3485,4.43,7.5,39.1,18.83,0.62,9.07,0.04,0.02,0.04,0.02,0.02,0.02,0.005,0.001,2.39,0.19,4.1,0.56,0.16,1.01,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/4/2005,Winter,1.4884,-1.111698,0.7006192,2.388763,-0.4780358,2.204972264,2.935451,-3.912023,-3.912023,-5.298317,0.03922071,0.01980263,0.7929925,NA,NA,Logged,post-log,-0.0816764,0.9966589
ms,10_2005_3499,F,675,10,2005,38377,117,0.1703182,3.747,1.237,0.006,106.1903,5.165182,4.227,12.73636,86.6,0,260.4635,3499,7.6,7.5,36,17.17,1.57,8.68,0.08,0.04,0.08,0.04,0.03,0.04,0.008,0.001,2.15,0.18,3.69,0.48,0.13,0.92,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/25/2005,Winter,2.028148,0.2126891,2.620047,4.472781,0.4510756,2.161021529,2.843164,-3.506558,-3.218876,-4.828314,0.07696104,0.03922071,1.007958,NA,NA,Logged,post-log,-0.4288919,0.9033558
ms,10_2005_3513,F,676,10,2005,38398,138,0.03376191,0.709,0.114,0.02,44.79078,1.025048,0.8,1.77619,9.4,0,177.2023,3513,3.93,7.5,40.8,19.42,0.9,8.96,0.04,0.03,0.04,0.03,0.03,0.01,0.003,NA,2.39,0.18,4.35,0.59,0.13,0.96,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/15/2005,Winter,1.368639,-2.171557,1.02108,2.341806,-0.1053605,2.192770227,2.966303,-3.506558,-4.60517,-5.809143,0.03922071,0.0295588,0.7323679,NA,NA,Logged,post-log,-0.7206671,0.6932812
ms,10_2005_3531,F,677,10,2005,38419,159,0.06623809,1.391,0.479,0.021,62.26566,2.013762,1.572,2.3,23.9,0,286.6539,3531,3.82,7.5,42.2,19.83,1.4,9.29,0.06,0.03,0.06,0.03,0.03,0.03,0.002,0.001,2.46,0.19,4.41,0.64,0.13,1.01,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/8/2005,Winter,1.34025,-0.7360547,1.193922,3.214868,0.3364722,2.228938553,2.987196,-3.506558,-3.506558,-6.214608,0.05826891,0.0295588,0.6312718,NA,NA,Logged,post-log,-0.919286,0.3935903
md,10_2005_3545,F,678,10,2005,38440,180,0.03952381,0.83,0.238,0.021,184.6817,1.198476,0.936,3.671429,26.2,0,135.7416,3545,12.89,7.5,40.9,19.54,5.54,8.52,0.07,0.05,0.07,0.05,0.04,0.02,0.009,0.002,2.4,0.2,4.35,0.62,0.11,0.92,1.42,0.000627594,0.006194445,11.51518,0.0127041,0.1253914,1.27041,12.53914,-29.11557,0.2023984,3/29/2005,Spring,2.556452,-1.435485,1.541465,3.303217,1.711995,2.142416341,2.972464,-3.218876,-3.912023,-4.710531,0.06765865,0.04879016,0.8837675,0.6946682,0.07038069,Logged,post-log,-0.9990741,0.04302223
ms,10_2005_3560,F,679,10,2005,38461,201,0.03461905,0.727,0.311,0.014,47.35079,1.049048,0.818,1.914286,22.4,0,98.67362,3560,12.61,7.5,38.1,18.83,1.03,9.18,0.04,0.03,0.04,0.03,0.02,0.01,0.007,0.001,2.26,0.2,3.94,0.54,0.1,0.75,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/19/2005,Spring,2.53449,-1.167962,1.069625,3.152736,0.0295588,2.217027205,2.935451,-3.912023,-4.60517,-4.961845,0.03922071,0.0295588,0.6780335,NA,NA,Logged,post-log,-0.9497178,-0.313107
md,10_2005_3574,F,680,10,2005,38482,222,0.1624762,3.412,1.377,0.01,68.31228,4.92781,3.851,12.83333,57.7,0,136.6627,3574,5.27,7.6,46.2,23.08,2.47,9.59,0.05,0.04,0.05,0.04,0.04,0.01,0.005,NA,2.59,0.21,4.75,0.93,0.11,0.84,1.04,0.000316116,0.002755563,10.16975,0.01480372,0.129043,1.480372,12.9043,NA,NA,5/10/2005,Spring,1.66203,0.3199072,2.627081,4.07244,0.9042182,2.260720889,3.138966,-3.218876,-4.60517,-5.298317,0.04879016,0.03922071,0.7129498,0.3187363,0.0365652,Logged,post-log,-0.7775971,-0.6287628
ms,10_2005_3589,F,681,10,2005,38503,243,0.1272857,2.673,0.425,0.06,69.44426,3.859048,3.013,6.690476,24.6,0,141.9243,3589,9.36,7.5,43.5,21.67,1.79,9.44,0.06,0.04,NA,NA,0.03,0.02,0.01,0.001,2.41,0.21,4.63,0.83,0.1,0.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/31/2005,Spring,2.236445,-0.8556661,2.039983,3.242592,0.5822156,2.24495598,3.075929,-3.506558,-3.912023,-4.60517,0.05826891,0.03922071,0.6931472,NA,NA,Logged,post-log,-0.5049611,-0.8631421
ms,10_2005_3604,F,682,10,2005,38525,265,0.06214286,1.305,0.378,0.029,81.02685,1.882286,1.473,5.785714,28.4,0,150.0069,3604,4.45,7.6,49,24.54,1.6,9.91,0.07,0.04,NA,NA,0.03,0.03,0.014,0.001,2.74,0.21,5.35,1.55,0.1,0.84,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/22/2005,Summer,1.492904,-0.9728611,1.91482,3.380995,0.4700036,2.293544348,3.200304,-3.506558,-3.506558,-4.268698,0.06765865,0.03922071,0.7323679,NA,NA,Logged,post-log,-0.1500554,-0.9886776
ms,10_2005_3619,F,683,10,2005,38544,284,0.08604762,1.807,0.303,0.029,18.30538,2.61119,2.039,6.047619,27.7,0,188.2728,3619,1.34,7.7,59.8,28.33,0.72,10.53,0.04,0.04,NA,NA,0.03,NA,0.007,NA,3.41,0.22,6.57,1.9,0.13,1.49,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/11/2005,Summer,0.2926696,-1.194022,1.95269,3.356897,-0.3285041,2.354228326,3.343921,-3.506558,NA,-4.961845,0.03922071,0.03922071,0.5877867,NA,NA,Logged,post-log,0.1755315,-0.9844738
ms,10_2005_3634,F,684,10,2005,38565,305,0.04395454,0.967,0.308,0.02,21.82631,1.330182,1.088,4.881818,21.3,0,458.2576,3634,0.74,7.7,66.6,30.66,2.09,10.74,0.08,0.05,NA,NA,0.04,0.03,0.006,0.004,3.83,0.28,7.05,1.88,0.16,2.22,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/2005,Summer,-0.3011051,-1.177655,1.771866,3.104587,0.7371641,2.373975089,3.422959,-3.218876,-3.506558,-5.115996,0.07696104,0.04879016,0.5709795,NA,NA,Logged,post-log,0.5123714,-0.858764
ms,10_2005_3653,F,685,10,2005,38587,327,0.01678947,0.319,0.025,0.007,17.39555,0.5103684,0.361,0.6421053,3.8,0,NA,3653,0.48,7.7,73.6,29.21,1.36,9.75,0.04,0.04,NA,NA,0.03,NA,0.009,0.002,3.97,0.32,7.22,1.92,0.25,2.92,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/23/2005,Summer,-0.7339692,-3.688879,0.4959791,1.568616,0.3074847,2.277267285,3.374511,-3.506558,NA,-4.710531,0.03922071,0.03922071,0.5596158,NA,NA,Logged,post-log,0.7935716,-0.6084769
ms,10_2005_3668,F,686,10,2005,38607,347,0.009857143,0.207,0.015,0.005,38.47521,0.2969524,0.232,0.09523809,2,0,319.4532,3668,0.29,7.7,78.1,32.71,1.22,10.03,0.05,0.05,NA,NA,0.05,NA,0.005,NA,4.34,0.28,8.27,2,0.22,4.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/2005,Summer,-1.237874,-4.199705,0.09097178,1.098612,0.1988509,2.305580602,3.487681,-2.995732,NA,-5.298317,0.04879016,0.04879016,0.5877867,NA,NA,Logged,post-log,0.9523776,-0.3049212
ms,10_2006_3683,F,687,10,2006,38628,3,0.004636364,0.102,0.008,0.002,110.2785,0.1360909,0.107,0,0,0,219.1223,3683,0.36,7.7,76.8,30.58,1.08,9.63,0.07666667,NA,NA,NA,0.05,0.01,0.002,NA,4.27,0.31,8.21,1.63,0.26,5.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/3/2005,Fall,-1.021651,-4.828314,0,0,0.07696104,2.264883226,3.420346,-2.995732,-4.60517,-6.214608,0.07386985,NA,0.7419373,NA,NA,Logged,post-log,0.9986668,0.05161967
md,10_2006_3698,F,688,10,2006,38650,25,0.00555,0.111,0.043,0.001,56.80069,0.1699,0.126,1.46,19.3,0,181.9237,3698,0.46,7.7,74.7,30.54,3.06,9.54,0.1033333,NA,NA,NA,0.06,NA,0.009,0.001,4.17,0.35,7.84,2,0.24,4.67,1.57,0.000258254,0.00195507,8.832069,0.01160029,0.08781819,1.160029,8.781819,NA,NA,10/25/2005,Fall,-0.7765288,-3.146555,0.9001613,3.010621,1.118415,2.255493485,3.419037,-2.813411,NA,-4.710531,0.0983359,NA,0.9439059,0.2687237,0.03549689,Logged,post-log,0.9088176,0.4171936
md,10_2006_3714,F,689,10,2006,38671,46,0.005190476,0.109,0.081,0.001,125.4814,0.1582857,0.123,3.257143,23.1,0,110.7679,3714,7.65,8.2,31.5,15.42,4.39,7.67,0.13,0.08,NA,NA,0.07,0.05,0.012,0.001,2.59,0.27,4.65,1.03,0.14,2,2.7,0.000619535,0.004544795,8.558447,0.02122229,0.1556827,2.122229,15.56827,NA,NA,11/15/2005,Fall,2.034706,-2.513306,1.448598,3.182212,1.479329,2.037316615,2.735665,-2.65926,-2.995732,-4.422849,0.1222176,0.07696104,1.308333,0.6834472,0.09316586,Logged,post-log,0.7025275,0.7116566
ms,10_2006_3729,F,690,10,2006,38692,67,0.01972727,0.434,0.154,0.002,100.7393,0.6005455,0.49,2.309091,14.5,0,151.9523,3729,10.71,7.4,37.6,17.62,0.93,8.1,0.05,0.05,NA,NA,0.05,NA,0.002,NA,2.25,0.19,3.92,0.82,0.11,1.14,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/6/2005,Fall,2.371178,-1.870803,1.196674,2.74084,-0.07257069,2.091864062,2.869035,-2.995732,NA,-6.214608,0.04879016,0.04879016,0.8878913,NA,NA,Logged,post-log,0.4054257,0.914128
md,10_2006_3744,F,691,10,2006,38713,88,0.1161905,2.44,1.592,0.006,110.9967,3.524857,2.754,14.37143,55.9,0,174.3201,3744,12.03,7.5,34.6,16.75,7.17,8.73,0.05,0.05,NA,NA,0.04,NA,0.007,0.001,2.15,0.18,3.55,0.75,0.12,1.57,1.27,0.000320993,0.002721676,9.892089,0.008784789,0.07448564,0.8784789,7.448564,NA,NA,12/27/2005,Winter,2.487404,0.4649911,2.73251,4.041295,1.969906,2.16676537,2.818398,-3.218876,NA,-4.961845,0.04879016,0.04879016,0.8197798,0.534062,0.06298694,Logged,post-log,0.05591699,0.9984354
ms,10_2006_3759,F,692,10,2006,38736,111,0.149619,3.142,0.93,0.012,78.83139,4.536762,3.542,9.890476,48.5,0,105.2521,3759,64.54,7.4,32.5,16.29,12.05,8.29,0.07,0.03,NA,NA,0.01,0.04,0.018,0.001,1.86,0.22,3.31,0.73,0.09,0.65,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/19/2006,Winter,4.167285,-0.07257069,2.387889,3.901973,2.489065,2.115049969,2.790551,-4.60517,-3.218876,-4.017384,0.06765865,0.0295588,0.7275486,NA,NA,Logged,post-log,-0.3334688,0.9427611
ms,10_2006_3774,F,693,10,2006,38755,130,0.1364762,2.866,1.442,0.021,58.58437,4.140286,3.233,8.909524,55.6,0,109.0333,3774,33.53,7.4,33.3,17.08,1.32,8.72,0.02,0.03,NA,NA,0.02,NA,0.007,0.001,2.25,0.2,3.54,0.74,0.09,0.67,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/7/2006,Winter,3.512441,0.366031,2.293496,4.036009,0.2776317,2.165619238,2.837908,-3.912023,NA,-4.961845,0.01980263,0.0295588,0.6365768,NA,NA,Logged,post-log,-0.6186714,0.7856499
ms,10_2006_3794,F,694,10,2006,38775,150,0.8590435,19.758,3.027,0.169,53.70206,26.05778,22.291,29.16957,122.9,0,356.6511,3794,3.81,7.5,41.2,20.08,0.25,9.85,0.01,0.01,NA,NA,0.01,NA,0.004,NA,2.95,0.22,4.24,1.05,0.12,0.97,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/27/2006,Winter,1.337629,1.107572,3.406834,4.819475,-1.386294,2.287471455,2.999724,-4.60517,NA,-5.521461,0.009950331,0.009950331,0.4946962,NA,NA,Logged,post-log,-0.8475409,0.53073
ms,10_2006_3809,F,695,10,2006,38796,171,0.5249474,9.974,2.456,0.169,48.61437,15.91932,11.247,16.26842,56.6,0,142.4274,3809,10.03,7.4,34.4,16.37,1.77,8.59,0.03,0.03,NA,NA,0.03,NA,0.005,NA,2.07,0.21,3.6,0.79,0.12,1.05,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/20/2006,Spring,2.305581,0.898534,2.848879,4.053523,0.5709795,2.150598736,2.79545,-3.506558,NA,-5.298317,0.0295588,0.0295588,0.6830968,NA,NA,Logged,post-log,-0.9804692,0.1966729
ms,10_2006_3824,F,696,10,2006,38818,193,0.08965,1.793,0.213,0.048,28.79577,2.7204,2.022,1.83,29.2,0,112.8539,3824,6.37,7.5,44.2,19.62,0.86,9.28,0.04,0.03,NA,NA,0.02,0.01,0.014,NA,3.41,0.23,3.91,1.02,0.11,2.48,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/11/2006,Spring,1.851599,-1.546463,1.040277,3.407842,-0.1508229,2.227861547,2.976549,-3.912023,-4.60517,-4.268698,0.03922071,0.0295588,0.6205765,NA,NA,Logged,post-log,-0.9837093,-0.1797666
