"","site","elev","date","p_mm_day","elev_c"
"17855","CS2MET",260,2006-08-19,0,"Low"
"17856","CS2MET",260,2006-08-20,0,"Low"
"17857","CS2MET",260,2006-08-21,0,"Low"
"17858","CS2MET",260,2006-08-22,0,"Low"
"17859","CS2MET",260,2006-08-23,0,"Low"
"17860","CS2MET",260,2006-08-24,0,"Low"
"17861","CS2MET",260,2006-08-25,0,"Low"
"17862","CS2MET",260,2006-08-26,0,"Low"
"17863","CS2MET",260,2006-08-27,0,"Low"
"17864","CS2MET",260,2006-08-28,0,"Low"
"17865","CS2MET",260,2006-08-29,0,"Low"
"17866","CS2MET",260,2006-08-30,0,"Low"
"17867","CS2MET",260,2006-08-31,0,"Low"
"17868","CS2MET",260,2006-09-01,0,"Low"
"17869","CS2MET",260,2006-09-02,0,"Low"
"17870","CS2MET",260,2006-09-03,0,"Low"
"17871","CS2MET",260,2006-09-04,0,"Low"
"17872","CS2MET",260,2006-09-05,0,"Low"
"17873","CS2MET",260,2006-09-06,0,"Low"
"17874","CS2MET",260,2006-09-07,0,"Low"
"17875","CS2MET",260,2006-09-08,0,"Low"
"17876","CS2MET",260,2006-09-09,0,"Low"
"17877","CS2MET",260,2006-09-10,0,"Low"
"17878","CS2MET",260,2006-09-11,0,"Low"
"17879","CS2MET",260,2006-09-12,0,"Low"
"17880","CS2MET",260,2006-09-13,0,"Low"
"17881","CS2MET",260,2006-09-14,12.7,"Low"
"17882","CS2MET",260,2006-09-15,15.2,"Low"
"17883","CS2MET",260,2006-09-16,4.8,"Low"
"17884","CS2MET",260,2006-09-17,0,"Low"
"17885","CS2MET",260,2006-09-18,0.5,"Low"
"17886","CS2MET",260,2006-09-19,3.8,"Low"
"17887","CS2MET",260,2006-09-20,13,"Low"
"17888","CS2MET",260,2006-09-21,2.3,"Low"
"17889","CS2MET",260,2006-09-22,0,"Low"
"17890","CS2MET",260,2006-09-23,0,"Low"
"17891","CS2MET",260,2006-09-24,0,"Low"
"17892","CS2MET",260,2006-09-25,0,"Low"
"17893","CS2MET",260,2006-09-26,0,"Low"
"17894","CS2MET",260,2006-09-27,0,"Low"
"17895","CS2MET",260,2006-09-28,0,"Low"
"17896","CS2MET",260,2006-09-29,0,"Low"
"17897","CS2MET",260,2006-09-30,0,"Low"
"17898","CS2MET",260,2006-10-01,0,"Low"
"17899","CS2MET",260,2006-10-02,0,"Low"
"17900","CS2MET",260,2006-10-03,0,"Low"
"17901","CS2MET",260,2006-10-04,0,"Low"
"17902","CS2MET",260,2006-10-05,0,"Low"
"17903","CS2MET",260,2006-10-06,0,"Low"
"17904","CS2MET",260,2006-10-07,0,"Low"
"17905","CS2MET",260,2006-10-08,0,"Low"
"17906","CS2MET",260,2006-10-09,0,"Low"
"17907","CS2MET",260,2006-10-10,0,"Low"
"17908","CS2MET",260,2006-10-11,0,"Low"
"17909","CS2MET",260,2006-10-12,0,"Low"
"17910","CS2MET",260,2006-10-13,0,"Low"
"17911","CS2MET",260,2006-10-14,0,"Low"
"17912","CS2MET",260,2006-10-15,17.8,"Low"
"17913","CS2MET",260,2006-10-16,30.2,"Low"
"17914","CS2MET",260,2006-10-17,1.3,"Low"
"17915","CS2MET",260,2006-10-18,0.8,"Low"
"17916","CS2MET",260,2006-10-19,11.7,"Low"
"17917","CS2MET",260,2006-10-20,0,"Low"
"17918","CS2MET",260,2006-10-21,0,"Low"
"17919","CS2MET",260,2006-10-22,0,"Low"
"17920","CS2MET",260,2006-10-23,0,"Low"
"17921","CS2MET",260,2006-10-24,4.1,"Low"
"17922","CS2MET",260,2006-10-25,1.3,"Low"
"17923","CS2MET",260,2006-10-26,0,"Low"
"17924","CS2MET",260,2006-10-27,0,"Low"
"17925","CS2MET",260,2006-10-28,0,"Low"
"17926","CS2MET",260,2006-10-29,0.5,"Low"
"17927","CS2MET",260,2006-10-30,0,"Low"
"17928","CS2MET",260,2006-10-31,0,"Low"
"17929","CS2MET",260,2006-11-01,0,"Low"
"17930","CS2MET",260,2006-11-02,27.2,"Low"
"17931","CS2MET",260,2006-11-03,26.7,"Low"
"17932","CS2MET",260,2006-11-04,31.8,"Low"
"17933","CS2MET",260,2006-11-05,72.4,"Low"
"17934","CS2MET",260,2006-11-06,12.2,"Low"
"17935","CS2MET",260,2006-11-07,84.8,"Low"
"17936","CS2MET",260,2006-11-08,24.6,"Low"
"17937","CS2MET",260,2006-11-09,8.9,"Low"
"17938","CS2MET",260,2006-11-10,19.3,"Low"
"17939","CS2MET",260,2006-11-11,7.9,"Low"
"17940","CS2MET",260,2006-11-12,38.6,"Low"
"17941","CS2MET",260,2006-11-13,40.1,"Low"
"17942","CS2MET",260,2006-11-14,1,"Low"
"17943","CS2MET",260,2006-11-15,30.5,"Low"
"17944","CS2MET",260,2006-11-16,0.5,"Low"
"17945","CS2MET",260,2006-11-17,0,"Low"
"17946","CS2MET",260,2006-11-18,0,"Low"
"17947","CS2MET",260,2006-11-19,22.4,"Low"
"17948","CS2MET",260,2006-11-20,3.3,"Low"
"17949","CS2MET",260,2006-11-21,23.6,"Low"
"17950","CS2MET",260,2006-11-22,39.6,"Low"
"17951","CS2MET",260,2006-11-23,45.5,"Low"
"17952","CS2MET",260,2006-11-24,39.4,"Low"
"17953","CS2MET",260,2006-11-25,2,"Low"
"17954","CS2MET",260,2006-11-26,48,"Low"
"17955","CS2MET",260,2006-11-27,17,"Low"
"17956","CS2MET",260,2006-11-28,4.3,"Low"
"17957","CS2MET",260,2006-11-29,0,"Low"
"17958","CS2MET",260,2006-11-30,15.5,"Low"
"17959","CS2MET",260,2006-12-01,0,"Low"
"17960","CS2MET",260,2006-12-02,0,"Low"
"17961","CS2MET",260,2006-12-03,0,"Low"
"17962","CS2MET",260,2006-12-04,0,"Low"
"17963","CS2MET",260,2006-12-05,0,"Low"
"17964","CS2MET",260,2006-12-06,0,"Low"
"17965","CS2MET",260,2006-12-07,0,"Low"
"17966","CS2MET",260,2006-12-08,0,"Low"
"17967","CS2MET",260,2006-12-09,7.4,"Low"
"17968","CS2MET",260,2006-12-10,6.1,"Low"
"17969","CS2MET",260,2006-12-11,21.8,"Low"
"17970","CS2MET",260,2006-12-12,27.7,"Low"
"17971","CS2MET",260,2006-12-13,73.7,"Low"
"17972","CS2MET",260,2006-12-14,64.5,"Low"
"17973","CS2MET",260,2006-12-15,20.1,"Low"
"17974","CS2MET",260,2006-12-16,0,"Low"
"17975","CS2MET",260,2006-12-17,0,"Low"
"17976","CS2MET",260,2006-12-18,0,"Low"
"17977","CS2MET",260,2006-12-19,0,"Low"
"17978","CS2MET",260,2006-12-20,2.5,"Low"
"17979","CS2MET",260,2006-12-21,23.4,"Low"
"17980","CS2MET",260,2006-12-22,1.5,"Low"
"17981","CS2MET",260,2006-12-23,23.1,"Low"
"17982","CS2MET",260,2006-12-24,14.7,"Low"
"17983","CS2MET",260,2006-12-25,58.2,"Low"
"17984","CS2MET",260,2006-12-26,27.2,"Low"
"17985","CS2MET",260,2006-12-27,14.5,"Low"
"17986","CS2MET",260,2006-12-28,0,"Low"
"17987","CS2MET",260,2006-12-29,0,"Low"
"17988","CS2MET",260,2006-12-30,0,"Low"
"17989","CS2MET",260,2006-12-31,0,"Low"
"17990","CS2MET",260,2007-01-01,0,"Low"
"17991","CS2MET",260,2007-01-02,19.1,"Low"
"17992","CS2MET",260,2007-01-03,83.1,"Low"
"17993","CS2MET",260,2007-01-04,25.1,"Low"
"17994","CS2MET",260,2007-01-05,12.7,"Low"
"17995","CS2MET",260,2007-01-06,30.5,"Low"
"17996","CS2MET",260,2007-01-07,22.6,"Low"
"17997","CS2MET",260,2007-01-08,7.6,"Low"
"17998","CS2MET",260,2007-01-09,10.7,"Low"
"17999","CS2MET",260,2007-01-10,16.5,"Low"
"18000","CS2MET",260,2007-01-11,1.8,"Low"
"18001","CS2MET",260,2007-01-12,0,"Low"
"18002","CS2MET",260,2007-01-13,0,"Low"
"18003","CS2MET",260,2007-01-14,0,"Low"
"18004","CS2MET",260,2007-01-15,0,"Low"
"18005","CS2MET",260,2007-01-16,4.8,"Low"
"18006","CS2MET",260,2007-01-17,0,"Low"
"18007","CS2MET",260,2007-01-18,0,"Low"
"18008","CS2MET",260,2007-01-19,4.1,"Low"
"18009","CS2MET",260,2007-01-20,4.1,"Low"
"18010","CS2MET",260,2007-01-21,0,"Low"
"18011","CS2MET",260,2007-01-22,0,"Low"
"18012","CS2MET",260,2007-01-23,0,"Low"
"18013","CS2MET",260,2007-01-24,0,"Low"
"18014","CS2MET",260,2007-01-25,0,"Low"
"18015","CS2MET",260,2007-01-26,0,"Low"
"18016","CS2MET",260,2007-01-27,0,"Low"
"18017","CS2MET",260,2007-01-28,0,"Low"
"18018","CS2MET",260,2007-01-29,0,"Low"
"18019","CS2MET",260,2007-01-30,0,"Low"
"18020","CS2MET",260,2007-01-31,0,"Low"
"18021","CS2MET",260,2007-02-01,0,"Low"
"18022","CS2MET",260,2007-02-02,0.5,"Low"
"18023","CS2MET",260,2007-02-03,0,"Low"
"18024","CS2MET",260,2007-02-04,0,"Low"
"18025","CS2MET",260,2007-02-05,0,"Low"
"18026","CS2MET",260,2007-02-06,0,"Low"
"18027","CS2MET",260,2007-02-07,8.6,"Low"
"18028","CS2MET",260,2007-02-08,4.6,"Low"
"18029","CS2MET",260,2007-02-09,3.8,"Low"
"18030","CS2MET",260,2007-02-10,14.2,"Low"
"18031","CS2MET",260,2007-02-11,16,"Low"
"18032","CS2MET",260,2007-02-12,3.8,"Low"
"18033","CS2MET",260,2007-02-13,3.8,"Low"
"18034","CS2MET",260,2007-02-14,23.4,"Low"
"18035","CS2MET",260,2007-02-15,86.6,"Low"
"18036","CS2MET",260,2007-02-16,19.1,"Low"
"18037","CS2MET",260,2007-02-17,0,"Low"
"18038","CS2MET",260,2007-02-18,14.2,"Low"
"18039","CS2MET",260,2007-02-19,22.4,"Low"
"18040","CS2MET",260,2007-02-20,31.8,"Low"
"18041","CS2MET",260,2007-02-21,10.2,"Low"
"18042","CS2MET",260,2007-02-22,7.6,"Low"
"18043","CS2MET",260,2007-02-23,15,"Low"
"18044","CS2MET",260,2007-02-24,25.9,"Low"
"18045","CS2MET",260,2007-02-25,13.7,"Low"
"18046","CS2MET",260,2007-02-26,1.3,"Low"
"18047","CS2MET",260,2007-02-27,5.1,"Low"
"18048","CS2MET",260,2007-02-28,13.5,"Low"
"18049","CS2MET",260,2007-03-01,24.9,"Low"
"18050","CS2MET",260,2007-03-02,33.5,"Low"
"18051","CS2MET",260,2007-03-03,3,"Low"
"18052","CS2MET",260,2007-03-04,0,"Low"
"18053","CS2MET",260,2007-03-05,0,"Low"
"18054","CS2MET",260,2007-03-06,0,"Low"
"18055","CS2MET",260,2007-03-07,9.1,"Low"
"18056","CS2MET",260,2007-03-08,0.5,"Low"
"18057","CS2MET",260,2007-03-09,16.5,"Low"
"18058","CS2MET",260,2007-03-10,2,"Low"
"18059","CS2MET",260,2007-03-11,2,"Low"
"18060","CS2MET",260,2007-03-12,10.4,"Low"
"18061","CS2MET",260,2007-03-13,0.5,"Low"
"18062","CS2MET",260,2007-03-14,0,"Low"
"18063","CS2MET",260,2007-03-15,0,"Low"
"18064","CS2MET",260,2007-03-16,0,"Low"
"18065","CS2MET",260,2007-03-17,1.3,"Low"
"18066","CS2MET",260,2007-03-18,1.5,"Low"
"18067","CS2MET",260,2007-03-19,19.1,"Low"
"18068","CS2MET",260,2007-03-20,14,"Low"
"18069","CS2MET",260,2007-03-21,0,"Low"
"18070","CS2MET",260,2007-03-22,0,"Low"
"18071","CS2MET",260,2007-03-23,0,"Low"
"18072","CS2MET",260,2007-03-24,0.3,"Low"
"18073","CS2MET",260,2007-03-25,20.3,"Low"
"18074","CS2MET",260,2007-03-26,11.2,"Low"
"18075","CS2MET",260,2007-03-27,3.3,"Low"
"18076","CS2MET",260,2007-03-28,0,"Low"
"18077","CS2MET",260,2007-03-29,0,"Low"
"18078","CS2MET",260,2007-03-30,2,"Low"
"18079","CS2MET",260,2007-03-31,9.1,"Low"
"18080","CS2MET",260,2007-04-01,0,"Low"
"18081","CS2MET",260,2007-04-02,0,"Low"
"18082","CS2MET",260,2007-04-03,0,"Low"
"18083","CS2MET",260,2007-04-04,0,"Low"
"18084","CS2MET",260,2007-04-05,0,"Low"
"18085","CS2MET",260,2007-04-06,2.8,"Low"
"18086","CS2MET",260,2007-04-07,17.3,"Low"
"18087","CS2MET",260,2007-04-08,12.2,"Low"
"18088","CS2MET",260,2007-04-09,27.9,"Low"
"18089","CS2MET",260,2007-04-10,0,"Low"
"18090","CS2MET",260,2007-04-11,13.2,"Low"
"18091","CS2MET",260,2007-04-12,8.1,"Low"
"18092","CS2MET",260,2007-04-13,0.8,"Low"
"18093","CS2MET",260,2007-04-14,6.9,"Low"
"18094","CS2MET",260,2007-04-15,0.5,"Low"
"18095","CS2MET",260,2007-04-16,4.8,"Low"
"18096","CS2MET",260,2007-04-17,8.1,"Low"
"18097","CS2MET",260,2007-04-18,8.6,"Low"
"18098","CS2MET",260,2007-04-19,0,"Low"
"18099","CS2MET",260,2007-04-20,0,"Low"
"18100","CS2MET",260,2007-04-21,21.1,"Low"
"18101","CS2MET",260,2007-04-22,3.6,"Low"
"18102","CS2MET",260,2007-04-23,0,"Low"
"18103","CS2MET",260,2007-04-24,0,"Low"
"18104","CS2MET",260,2007-04-25,0,"Low"
"18105","CS2MET",260,2007-04-26,0,"Low"
"18106","CS2MET",260,2007-04-27,0,"Low"
"18107","CS2MET",260,2007-04-28,0,"Low"
"18108","CS2MET",260,2007-04-29,0,"Low"
"18109","CS2MET",260,2007-04-30,0,"Low"
"18110","CS2MET",260,2007-05-01,4.6,"Low"
"18111","CS2MET",260,2007-05-02,22.1,"Low"
"18112","CS2MET",260,2007-05-03,11.9,"Low"
"18113","CS2MET",260,2007-05-04,5.3,"Low"
"18114","CS2MET",260,2007-05-05,0,"Low"
"18115","CS2MET",260,2007-05-06,0,"Low"
"18116","CS2MET",260,2007-05-07,0,"Low"
"18117","CS2MET",260,2007-05-08,0,"Low"
"18118","CS2MET",260,2007-05-09,0,"Low"
"18119","CS2MET",260,2007-05-10,0,"Low"
"18120","CS2MET",260,2007-05-11,0,"Low"
"18121","CS2MET",260,2007-05-12,0,"Low"
"18122","CS2MET",260,2007-05-13,0,"Low"
"18123","CS2MET",260,2007-05-14,0,"Low"
"18124","CS2MET",260,2007-05-15,0,"Low"
"18125","CS2MET",260,2007-05-16,0,"Low"
"18126","CS2MET",260,2007-05-17,0,"Low"
"18127","CS2MET",260,2007-05-18,0,"Low"
"18128","CS2MET",260,2007-05-19,0,"Low"
"18129","CS2MET",260,2007-05-20,16.5,"Low"
"18130","CS2MET",260,2007-05-21,7.1,"Low"
"18131","CS2MET",260,2007-05-22,0.5,"Low"
"18132","CS2MET",260,2007-05-23,0,"Low"
"18133","CS2MET",260,2007-05-24,0,"Low"
"18134","CS2MET",260,2007-05-25,0,"Low"
"18135","CS2MET",260,2007-05-26,0,"Low"
"18136","CS2MET",260,2007-05-27,0,"Low"
"18137","CS2MET",260,2007-05-28,0,"Low"
"18138","CS2MET",260,2007-05-29,0,"Low"
"18139","CS2MET",260,2007-05-30,0,"Low"
"18140","CS2MET",260,2007-05-31,0,"Low"
"18141","CS2MET",260,2007-06-01,0,"Low"
"18142","CS2MET",260,2007-06-02,0,"Low"
"18143","CS2MET",260,2007-06-03,0,"Low"
"18144","CS2MET",260,2007-06-04,2.8,"Low"
"18145","CS2MET",260,2007-06-05,18.8,"Low"
"18146","CS2MET",260,2007-06-06,8.1,"Low"
"18147","CS2MET",260,2007-06-07,0,"Low"
"18148","CS2MET",260,2007-06-08,0,"Low"
"18149","CS2MET",260,2007-06-09,9.7,"Low"
"18150","CS2MET",260,2007-06-10,1,"Low"
"18151","CS2MET",260,2007-06-11,0,"Low"
"18152","CS2MET",260,2007-06-12,0,"Low"
"18153","CS2MET",260,2007-06-13,0,"Low"
"18154","CS2MET",260,2007-06-14,0,"Low"
"18155","CS2MET",260,2007-06-15,0,"Low"
"18156","CS2MET",260,2007-06-16,0,"Low"
"18157","CS2MET",260,2007-06-17,0,"Low"
"18158","CS2MET",260,2007-06-18,0,"Low"
"18159","CS2MET",260,2007-06-19,0,"Low"
"18160","CS2MET",260,2007-06-20,0,"Low"
"18161","CS2MET",260,2007-06-21,0,"Low"
"18162","CS2MET",260,2007-06-22,0,"Low"
"18163","CS2MET",260,2007-06-23,0,"Low"
"18164","CS2MET",260,2007-06-24,0,"Low"
"18165","CS2MET",260,2007-06-25,0,"Low"
"18166","CS2MET",260,2007-06-26,0,"Low"
"18167","CS2MET",260,2007-06-27,0,"Low"
"18168","CS2MET",260,2007-06-28,0,"Low"
"18169","CS2MET",260,2007-06-29,3.8,"Low"
"18170","CS2MET",260,2007-06-30,10.2,"Low"
"18171","CS2MET",260,2007-07-01,0,"Low"
"18172","CS2MET",260,2007-07-02,0,"Low"
"18173","CS2MET",260,2007-07-03,0,"Low"
"18174","CS2MET",260,2007-07-04,0,"Low"
"18175","CS2MET",260,2007-07-05,0,"Low"
"18176","CS2MET",260,2007-07-06,0,"Low"
"18177","CS2MET",260,2007-07-07,0,"Low"
"18178","CS2MET",260,2007-07-08,0,"Low"
"18179","CS2MET",260,2007-07-09,0,"Low"
"18180","CS2MET",260,2007-07-10,0,"Low"
"18181","CS2MET",260,2007-07-11,0,"Low"
"18182","CS2MET",260,2007-07-12,0,"Low"
"18183","CS2MET",260,2007-07-13,0,"Low"
"18184","CS2MET",260,2007-07-14,0,"Low"
"18185","CS2MET",260,2007-07-15,0,"Low"
"18186","CS2MET",260,2007-07-16,0,"Low"
"18187","CS2MET",260,2007-07-17,2,"Low"
"18188","CS2MET",260,2007-07-18,15,"Low"
"18189","CS2MET",260,2007-07-19,1,"Low"
"18190","CS2MET",260,2007-07-20,1.8,"Low"
"18191","CS2MET",260,2007-07-21,0,"Low"
"18192","CS2MET",260,2007-07-22,0,"Low"
"18193","CS2MET",260,2007-07-23,0,"Low"
"18194","CS2MET",260,2007-07-24,0,"Low"
"18195","CS2MET",260,2007-07-25,0,"Low"
"18196","CS2MET",260,2007-07-26,0,"Low"
"18197","CS2MET",260,2007-07-27,0,"Low"
"18198","CS2MET",260,2007-07-28,0,"Low"
"18199","CS2MET",260,2007-07-29,0,"Low"
"18200","CS2MET",260,2007-07-30,0,"Low"
"18201","CS2MET",260,2007-07-31,0,"Low"
"18202","CS2MET",260,2007-08-01,0,"Low"
"18203","CS2MET",260,2007-08-02,0,"Low"
"18204","CS2MET",260,2007-08-03,0,"Low"
"18205","CS2MET",260,2007-08-04,0,"Low"
"18206","CS2MET",260,2007-08-05,0,"Low"
"18207","CS2MET",260,2007-08-06,0,"Low"
"18208","CS2MET",260,2007-08-07,0,"Low"
"18209","CS2MET",260,2007-08-08,0,"Low"
"18210","CS2MET",260,2007-08-09,0,"Low"
"18211","CS2MET",260,2007-08-10,0,"Low"
"18212","CS2MET",260,2007-08-11,0,"Low"
"18213","CS2MET",260,2007-08-12,0,"Low"
"18214","CS2MET",260,2007-08-13,0,"Low"
"18215","CS2MET",260,2007-08-14,0,"Low"
"18216","CS2MET",260,2007-08-15,0,"Low"
"18217","CS2MET",260,2007-08-16,0,"Low"
"18218","CS2MET",260,2007-08-17,0,"Low"
"18219","CS2MET",260,2007-08-18,0,"Low"
"18220","CS2MET",260,2007-08-19,10.4,"Low"
"18221","CS2MET",260,2007-08-20,12.7,"Low"
"18222","CS2MET",260,2007-08-21,0,"Low"
"18223","CS2MET",260,2007-08-22,0,"Low"
"18224","CS2MET",260,2007-08-23,0,"Low"
"18225","CS2MET",260,2007-08-24,0,"Low"
"18226","CS2MET",260,2007-08-25,0,"Low"
"18227","CS2MET",260,2007-08-26,0,"Low"
"18228","CS2MET",260,2007-08-27,0,"Low"
"18229","CS2MET",260,2007-08-28,0,"Low"
"18230","CS2MET",260,2007-08-29,0,"Low"
"18231","CS2MET",260,2007-08-30,0,"Low"
"18232","CS2MET",260,2007-08-31,0,"Low"
"18233","CS2MET",260,2007-09-01,0,"Low"
"18234","CS2MET",260,2007-09-02,0,"Low"
"18235","CS2MET",260,2007-09-03,0,"Low"
"18236","CS2MET",260,2007-09-04,4.3,"Low"
"18237","CS2MET",260,2007-09-05,0,"Low"
"18238","CS2MET",260,2007-09-06,0,"Low"
"18239","CS2MET",260,2007-09-07,0,"Low"
"18240","CS2MET",260,2007-09-08,0,"Low"
"18241","CS2MET",260,2007-09-09,0,"Low"
"18242","CS2MET",260,2007-09-10,0,"Low"
"18243","CS2MET",260,2007-09-11,0,"Low"
"18244","CS2MET",260,2007-09-12,0,"Low"
"18245","CS2MET",260,2007-09-13,0,"Low"
"18246","CS2MET",260,2007-09-14,0,"Low"
"18247","CS2MET",260,2007-09-15,0,"Low"
"18248","CS2MET",260,2007-09-16,0,"Low"
"18249","CS2MET",260,2007-09-17,0.8,"Low"
"18250","CS2MET",260,2007-09-18,0,"Low"
"18251","CS2MET",260,2007-09-19,0,"Low"
"18252","CS2MET",260,2007-09-20,0,"Low"
"18253","CS2MET",260,2007-09-21,0,"Low"
"18254","CS2MET",260,2007-09-22,0,"Low"
"18255","CS2MET",260,2007-09-23,0,"Low"
"18256","CS2MET",260,2007-09-24,0,"Low"
"18257","CS2MET",260,2007-09-25,0,"Low"
"18258","CS2MET",260,2007-09-26,0,"Low"
"18259","CS2MET",260,2007-09-27,0,"Low"
"18260","CS2MET",260,2007-09-28,20.1,"Low"
"18261","CS2MET",260,2007-09-29,2.8,"Low"
"18262","CS2MET",260,2007-09-30,37.8,"Low"
"18263","CS2MET",260,2007-10-01,10.4,"Low"
"18264","CS2MET",260,2007-10-02,17,"Low"
"18265","CS2MET",260,2007-10-03,32.5,"Low"
"18266","CS2MET",260,2007-10-04,10.7,"Low"
"18267","CS2MET",260,2007-10-05,0,"Low"
"18268","CS2MET",260,2007-10-06,1.3,"Low"
"18269","CS2MET",260,2007-10-07,0,"Low"
"18270","CS2MET",260,2007-10-08,0,"Low"
"18271","CS2MET",260,2007-10-09,0,"Low"
"18272","CS2MET",260,2007-10-10,12.7,"Low"
"18273","CS2MET",260,2007-10-11,1.8,"Low"
"18274","CS2MET",260,2007-10-12,0,"Low"
"18275","CS2MET",260,2007-10-13,0,"Low"
"18276","CS2MET",260,2007-10-14,0,"Low"
"18277","CS2MET",260,2007-10-15,7.1,"Low"
"18278","CS2MET",260,2007-10-16,6.1,"Low"
"18279","CS2MET",260,2007-10-17,14.7,"Low"
"18280","CS2MET",260,2007-10-18,69.6,"Low"
"18281","CS2MET",260,2007-10-19,50,"Low"
"18282","CS2MET",260,2007-10-20,52.1,"Low"
"18283","CS2MET",260,2007-10-21,1.8,"Low"
"18284","CS2MET",260,2007-10-22,0,"Low"
"18285","CS2MET",260,2007-10-23,0,"Low"
"18286","CS2MET",260,2007-10-24,0,"Low"
"18287","CS2MET",260,2007-10-25,0,"Low"
"18288","CS2MET",260,2007-10-26,0,"Low"
"18289","CS2MET",260,2007-10-27,0,"Low"
"18290","CS2MET",260,2007-10-28,0,"Low"
"18291","CS2MET",260,2007-10-29,11.2,"Low"
"18292","CS2MET",260,2007-10-30,0,"Low"
"18293","CS2MET",260,2007-10-31,0,"Low"
"18294","CS2MET",260,2007-11-01,0,"Low"
"18295","CS2MET",260,2007-11-02,0,"Low"
"18296","CS2MET",260,2007-11-03,0,"Low"
"18297","CS2MET",260,2007-11-04,0,"Low"
"18298","CS2MET",260,2007-11-05,0,"Low"
"18299","CS2MET",260,2007-11-06,0,"Low"
"18300","CS2MET",260,2007-11-07,0,"Low"
"18301","CS2MET",260,2007-11-08,0,"Low"
"18302","CS2MET",260,2007-11-09,3.6,"Low"
"18303","CS2MET",260,2007-11-10,22.6,"Low"
"18304","CS2MET",260,2007-11-11,1.5,"Low"
"18305","CS2MET",260,2007-11-12,50.3,"Low"
"18306","CS2MET",260,2007-11-13,1.5,"Low"
"18307","CS2MET",260,2007-11-14,0,"Low"
"18308","CS2MET",260,2007-11-15,9.9,"Low"
"18309","CS2MET",260,2007-11-16,55.9,"Low"
"18310","CS2MET",260,2007-11-17,51.6,"Low"
"18311","CS2MET",260,2007-11-18,48.5,"Low"
"18312","CS2MET",260,2007-11-19,17,"Low"
"18313","CS2MET",260,2007-11-20,1.3,"Low"
"18314","CS2MET",260,2007-11-21,0,"Low"
"18315","CS2MET",260,2007-11-22,0,"Low"
"18316","CS2MET",260,2007-11-23,0,"Low"
"18317","CS2MET",260,2007-11-24,0,"Low"
"18318","CS2MET",260,2007-11-25,0,"Low"
"18319","CS2MET",260,2007-11-26,22.4,"Low"
"18320","CS2MET",260,2007-11-27,5.3,"Low"
"18321","CS2MET",260,2007-11-28,14.2,"Low"
"18322","CS2MET",260,2007-11-29,16.5,"Low"
"18323","CS2MET",260,2007-11-30,0,"Low"
"18324","CS2MET",260,2007-12-01,3,"Low"
"18325","CS2MET",260,2007-12-02,32.8,"Low"
"18326","CS2MET",260,2007-12-03,37.3,"Low"
"18327","CS2MET",260,2007-12-04,13.2,"Low"
"18328","CS2MET",260,2007-12-05,10.7,"Low"
"18329","CS2MET",260,2007-12-06,10.9,"Low"
"18330","CS2MET",260,2007-12-07,2.5,"Low"
"18331","CS2MET",260,2007-12-08,4.3,"Low"
"18332","CS2MET",260,2007-12-09,0,"Low"
"18333","CS2MET",260,2007-12-10,0,"Low"
"18334","CS2MET",260,2007-12-11,0,"Low"
"18335","CS2MET",260,2007-12-12,0,"Low"
"18336","CS2MET",260,2007-12-13,0,"Low"
"18337","CS2MET",260,2007-12-14,1,"Low"
"18338","CS2MET",260,2007-12-15,11.2,"Low"
"18339","CS2MET",260,2007-12-16,7.6,"Low"
"18340","CS2MET",260,2007-12-17,16.3,"Low"
"18341","CS2MET",260,2007-12-18,17.3,"Low"
"18342","CS2MET",260,2007-12-19,30,"Low"
"18343","CS2MET",260,2007-12-20,20.6,"Low"
"18344","CS2MET",260,2007-12-21,0.8,"Low"
"18345","CS2MET",260,2007-12-22,26.9,"Low"
"18346","CS2MET",260,2007-12-23,59.2,"Low"
"18347","CS2MET",260,2007-12-24,11.4,"Low"
"18348","CS2MET",260,2007-12-25,14.2,"Low"
"18349","CS2MET",260,2007-12-26,20.3,"Low"
"18350","CS2MET",260,2007-12-27,6.1,"Low"
"18351","CS2MET",260,2007-12-28,35.3,"Low"
"18352","CS2MET",260,2007-12-29,28.2,"Low"
"18353","CS2MET",260,2007-12-30,18.8,"Low"
"18354","CS2MET",260,2007-12-31,0,"Low"
"18355","CS2MET",260,2008-01-01,0,"Low"
"18356","CS2MET",260,2008-01-02,0,"Low"
"18357","CS2MET",260,2008-01-03,0.8,"Low"
"18358","CS2MET",260,2008-01-04,11.2,"Low"
"18359","CS2MET",260,2008-01-05,15.5,"Low"
"18360","CS2MET",260,2008-01-06,16.5,"Low"
"18361","CS2MET",260,2008-01-07,15,"Low"
"18362","CS2MET",260,2008-01-08,59.9,"Low"
"18363","CS2MET",260,2008-01-09,16,"Low"
"18364","CS2MET",260,2008-01-10,46.7,"Low"
"18365","CS2MET",260,2008-01-11,15.5,"Low"
"18366","CS2MET",260,2008-01-12,20.3,"Low"
"18367","CS2MET",260,2008-01-13,0,"Low"
"18368","CS2MET",260,2008-01-14,16.3,"Low"
"18369","CS2MET",260,2008-01-15,0,"Low"
"18370","CS2MET",260,2008-01-16,0,"Low"
"18371","CS2MET",260,2008-01-17,0,"Low"
"18372","CS2MET",260,2008-01-18,0,"Low"
"18373","CS2MET",260,2008-01-19,5.6,"Low"
"18374","CS2MET",260,2008-01-20,5.8,"Low"
"18375","CS2MET",260,2008-01-21,0,"Low"
"18376","CS2MET",260,2008-01-22,0,"Low"
